"Model no","Item Name","Qty Sold","Item Cost","Retail Price","Extended Cost","Total Revenue","Gross Profit","Gross Profit%","Sale Mode",Size,"Product No","Product color"
4123005,"HOODIE BLK XL",6,29.83,62.99,168.9,359.94,191.04,0.526432767,Online,XL,41230,BLK
4123006,"HOODIE BLK XXL",2,29.83,62.99,57.98,122.98,65,0.526432767,Online,XXL,41230,BLK
60916003,"HOOD SWEAT OLD TUFFY RED MED",1,25.49,55.99,25.49,55.99,30.5,0.544740132,Online,MED,609160,RED
60916004,"HOOD SWEAT OLD TUFFY RED LG",5,25.49,55.99,127.45,279.95,152.5,0.544740132,Online,LG,609160,RED
60916005,"HOOD SWEAT OLD TUFFY RED XL",8,25.49,55.99,203.92,447.92,244,0.544740132,Online,XL,609160,RED
60916006,"HOOD SWEAT OLD TUFFY RED XXL",3,27.93,55.99,83.79,167.97,84.18,0.501160922,Online,XXL,609160,RED
60983202,"HOOD SWEAT OLD TUFFY GRY SM",1,25.49,55.99,25.49,55.99,30.5,0.544740132,Online,SM,609832,GRY
60983203,"HOOD SWEAT OLD TUFFY GRY MED",6,25.49,55.99,152.94,335.94,183,0.544740132,Online,MED,609832,GRY
60983204,"HOOD SWEAT OLD TUFFY GRY LG",3,25.49,55.99,76.47,167.97,91.5,0.544740132,Online,LG,609832,GRY
60983205,"HOOD SWEAT OLD TUFFY GRY XL",6,25.49,55.99,152.94,335.94,183,0.544740132,Online,XL,609832,GRY
60983206,"HOOD SWEAT OLD TUFFY GRY XXL",1,27.93,55.99,27.93,55.99,28.06,0.501160922,Online,XXL,609832,GRY
61193204,"OHT MENS RAGLAN HOODIE GRY/CAMO LG",3,34,74,102,222,120,0.540540541,Online,LG,611932,GRY/CAMO
61203204,"OHT MENS POLY FLC HOODIE LT GRY/CAMO LG",1,34,72,34,72,38,0.527777778,Online,LG,612032,GRY/CAMO
61203205,"OHT MENS POLY FLC HOODIE LT GRY/CAMO XL",2,34,72,68,144,76,0.527777778,Online,XL,612032,GRY/CAMO
75563002,"HOOD SWEAT",1,25.05037037,54.99,25.05,38.49,13.44,0.54446263,Online,SM,755630,BLK
75563003,"HOOD SWEAT",11,25.05071429,54.99,275.66,604.89,329.23,0.54446263,Online,MED,755630,BLK
75563004,"HOOD SWEAT",6,25.05184211,54.99,150.34,329.94,179.6,0.54446263,Online,LG,755630,BLK
75563005,"HOOD SWEAT",6,25.05230769,54.99,150.34,316.19,165.85,0.54446263,Online,XL,755630,BLK
75563006,"HOOD SWEAT",6,25.05785714,54.99,150.35,280.44,130.09,0.544280778,Online,XXL,755630,BLK
75573203,"HOOD SWEAT",14,25.05470588,54.99,350.77,720.36,369.59,0.54446263,Online,MED,755732,"CHAR GRY"
75573204,"HOOD SWEAT",12,25.05461538,54.99,300.65,593.88,293.23,0.54446263,Online,LG,755732,"CHAR GRY"
75573205,"HOOD SWEAT",4,25.05428571,54.99,100.2,170.46,70.26,0.54446263,Online,XL,755732,"CHAR GRY"
75573206,"HOOD SWEAT",1,25.05,54.99,25.06,38.49,13.43,0.54446263,Online,XXL,755732,"CHAR GRY"
75586002,"HOOD SWEAT",3,25.059,54.99,75.18,148.47,73.29,0.544280778,Online,SM,755860,RD
75586003,"HOOD SWEAT",8,25.05909091,54.99,200.48,426.17,225.69,0.544280778,Online,MED,755860,RD
75586004,"HOOD SWEAT",21,25.05833333,54.99,526.22,1072.29,546.07,0.544280778,Online,LG,755860,RD
75586005,"HOOD SWEAT",11,25.058,54.99,275.59,508.64,233.05,0.544280778,Online,XL,755860,RD
75586006,"HOOD SWEAT",6,25.05777778,54.99,150.27,280.44,130.17,0.544280778,Online,XXL,755860,RD
75593502,"HOOD SWEAT",2,25.059375,54.99,50.11,109.98,59.87,0.544280778,Online,SM,755935,WHT
75593503,"HOOD SWEAT",5,25.055,54.99,125.29,258.45,133.16,0.544280778,Online,MED,755935,WHT
75593504,"HOOD SWEAT",8,25.05473684,54.99,200.48,439.92,239.44,0.54446263,Online,LG,755935,WHT
75593505,"HOOD SWEAT",4,25.05888889,54.99,100.23,173.21,72.98,0.544280778,Online,XL,755935,WHT
75593506,"HOOD SWEAT",3,25.055,54.99,75.16,164.97,89.81,0.544280778,Online,XXL,755935,WHT
75603002,"HOOD SWEAT BLACK SM",4,25.05038462,54.99,100.2,219.96,119.76,0.54446263,Online,SM,756030,BLK
75603003,"HOOD SWEAT BLACK MED",14,25.051,54.99,350.72,758.31,407.59,0.54446263,Online,MED,756030,BLK
75603004,"HOOD SWEAT BLACK LG",28,25.0509375,54.99,701.42,1418.17,716.75,0.54446263,Online,LG,756030,BLK
75603005,"HOOD SWEAT BLACK XL",16,25.05148148,54.99,400.88,813.84,412.96,0.54446263,Online,XL,756030,BLK
75603006,"HOOD SWEAT BLACK XXL",2,25.05428571,54.99,50.08,109.98,59.9,0.54446263,Online,XXL,756030,BLK
75613206,"HOOD SWEAT",1,25.07333333,54.99,26,54.99,28.99,0.544098927,Online,XXL,756132,BLK
75626002,"HOOD SWEAT",1,25.05772727,54.99,25.06,54.99,29.93,0.544280778,Online,SM,756260,RD
75626003,"HOOD SWEAT",10,25.05485714,54.99,250.59,467.4,216.81,0.54446263,Online,MED,756260,RD
75626004,"HOOD SWEAT",12,25.0584375,54.99,300.44,610.38,309.94,0.544280778,Online,LG,756260,RD
75626005,"HOOD SWEAT",3,25.035,54.99,74.67,148.47,73.8,0.544644481,Online,XL,756260,RD
75626006,"HOOD SWEAT",2,25.06,54.99,49.63,93.48,43.85,0.544280778,Online,XXL,756260,RD
75633203,"HOOD SWEAT",2,25.06,54.99,50.12,93.48,43.36,0.544280778,Online,MED,756332,Unknown
75633204,"HOOD SWEAT",2,25.05666667,54.99,50.11,109.98,59.87,0.544280778,Online,LG,756332,Unknown
75633205,"HOOD SWEAT",1,25.05631579,54.99,25.06,54.99,29.93,0.544280778,Online,XL,756332,Unknown
